Children out of school (% of primary school age),SE.PRM.UNER.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Albania,ALB,1.43961000442505,..,1.93194997310638,0.169939994812012,0.216979995369911,0.371250003576279,6.18711996078491,9.20401954650879,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Algeria,DZA,2.9766800403595,1.37446999549866,0.937269985675812,0.789669990539551,0.6214200258255,0.427540004253387,0.196449995040894,0.628679990768433,0.975709974765778
Children out of school (% of primary school age),SE.PRM.UNER.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Andorra,AND,..,..,..,56.8440017700195,55.4199981689453,54.3419990539551,8.0449800491333,7.08159017562866,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Angola,AGO,..,..,..,13.8166103363037,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Antigua and Barbuda,ATG,..,..,..,1.37468004226685,0.425240010023117,3.44799995422363,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Argentina,ARG,0.550059974193573,0.548309981822968,0.48565000295639,0.116889998316765,0.145170003175735,0.378740012645721,0.791949987411499,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Armenia,ARM,..,17.1631393432617,15.0388402938843,6.73584985733032,5.95047998428345,2.53241991996765,8.01469993591309,9.30687046051025,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Aruba,ABW,0.0163100007921457,0.294620007276535,0.655510008335114,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Australia,AUS,0.4757199883461,0.331279993057251,1.38429999351501,2.70568990707397,2.30446004867554,0.0482699982821941,0.367810010910034,0.296409994363785,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Austria,AUT,1.72769999504089,1.91211998462677,2.00231003761292,2.05923008918762,1.92673003673553,1.48000001907349,0.947790026664734,1.67592000961304,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Azerbaijan,AZE,11.2771902084351,11.7476396560669,13.4315204620361,9.89820003509521,7.6755199432373,1.72343003749847,8.01099967956543,4.28869009017944,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Bahamas, The",BHS,..,..,..,13.9839000701904,18.9936199188232,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bahrain,BHR,11.0290699005127,10.9497995376587,11.6063098907471,6.30378007888794,2.74950003623962,0.246360003948212,..,8.07569026947021,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Barbados,BRB,0.903580009937286,1.40130996704102,1.36774003505707,1.82281994819641,..,..,4.45752000808716,6.83245992660522,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Belarus,BLR,0,2.16774010658264,1.92966997623444,1.62764000892639,3.83060002326965,5.00578022003174,6.04665994644165,6.01627016067505,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Belgium,BEL,0.116630002856255,0.088299997150898,0.11888000369072,2.10103988647461,1.8775600194931,1.80781996250153,1.47403001785278,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Belize,BLZ,2.04680991172791,..,1.42771005630493,1.6374499797821,0.543349981307983,0.061039999127388,5.92530012130737,9.53684997558594,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Benin,BEN,..,..,18.3353996276855,4.87275981903076,4.17354011535645,3.90268993377686,7.91363000869751,5.41629981994629,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bermuda,BMU,..,..,..,1.66812002658844,0.677299976348877,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bhutan,BTN,36.9869117736816,..,..,9.20584011077881,8.1028003692627,9.73373985290527,4.56099987030029,5.52400016784668,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bolivia,BOL,0.251419991254807,0.24685999751091,0.412429988384247,6.77400016784668,9.79275035858154,10.6139602661133,4.16317987442017,3.38124990463257,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bosnia and Herzegovina,BIH,..,..,..,10.4394302368164,11.7361698150635,11.773229598999,14.1266899108887,14.8581104278564,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Botswana,BWA,17.9462394714355,17.7365608215332,17.3258495330811,..,14.2228698730469,14.7663097381592,18.3309993743896,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Brazil,BRA,..,..,..,..,5.82012987136841,3.94972991943359,5.22955989837646,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,British Virgin Islands,VGB,4.82353019714355,2.10318994522095,2.35612010955811,0.540229976177216,1.36799001693726,1.21826994419098,..,1.00672996044159,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Brunei Darussalam,BRN,..,..,..,1.27600002288818,0.180999994277954,0.521000027656555,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Bulgaria,BGR,1.56787002086639,0.367559999227524,0.376489996910095,1.48259997367859,2.50696992874146,2.94944000244141,13.3159799575806,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Burkina Faso,BFA,63.7086296081543,64.5716323852539,62.1545791625977,36.1115188598633,35.2441902160645,34.4322204589844,28.971040725708,32.1655616760254,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Burundi,BDI,47.528450012207,46.8338813781738,43.2913398742676,2.21700000762939,3.4300000667572,..,19.0900001525879,19.6749992370605,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cabo Verde,CPV,4.36268997192383,4.6868200302124,5.31779003143311,9.28602027893066,8.56838035583496,9.0787296295166,10.8676795959473,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cambodia,KHM,..,..,..,1.44756996631622,1.1434600353241,..,8.12899971008301,12.8649997711182,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cameroon,CMR,..,..,..,9.95547008514404,5.79732990264893,..,4.41173982620239,3.93249988555908,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Canada,CAN,..,..,..,..,0.559189975261688,0.649070024490356,3.70691990852356,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cayman Islands,CYM,1.51630997657776,1.13840997219086,..,2.0254499912262,0.253329992294312,2.3948700428009,14.4907302856445,13.5434904098511,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Central African Republic,CAF,..,..,..,41.7481117248535,39.6319999694824,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Chad,TCD,47.5630798339844,43.6214408874512,41.901180267334,36.2379302978516,..,20.8448505401611,25.8434295654297,25.6529903411865,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Chile,CHL,..,..,..,3.58455991744995,3.39424991607666,3.35414004325867,2.16669988632202,1.29288005828857,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,China,CHN,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Colombia,COL,0,0,..,0.107179999351501,1.70736002922058,..,6.98671007156372,7.32455015182495,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Comoros,COM,..,..,..,..,..,8.59204006195068,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Congo, Rep.",COG,..,..,..,..,11.697319984436,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Costa Rica,CRI,..,..,..,0.354930013418198,1.50963997840881,3.07138991355896,4.66119003295898,4.73484992980957,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cote d'Ivoire,CIV,42.9351615905762,43.1302299499512,47.1526412963867,..,..,34.3481712341309,10.439359664917,9.77040958404541,5.61700010299683
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Croatia,HRV,0.255400002002716,0.411909997463226,0.463899999856949,1.04421997070312,1.04625999927521,1.26570999622345,1.98483002185822,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cuba,CUB,0.0697100013494492,0.1807000041008,0.40777999162674,2.44699001312256,2.1967499256134,0.658469974994659,2.16739988327026,4.39215993881226,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Cyprus,CYP,2.04577994346619,1.11097002029419,1.02859997749329,0.153239995241165,1.31052005290985,1.79526996612549,0.0656099990010262,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Czechia,CZE,..,..,..,1.36269998550415,0.441210001707077,0.974690020084381,1.53835999965668,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Denmark,DNK,0.259959995746613,0.00112000002991408,..,0.485350012779236,0.414920002222061,0.495310008525848,0.469520002603531,0.586499989032745,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Djibouti,DJI,69.8428497314453,68.84375,..,52.805778503418,..,53.3443908691406,42.7578010559082,41.5521202087402,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Dominica,DMA,0.373299986124039,..,0.0208299998193979,0.450870007276535,0.930769979953766,2.12181997299194,12.2120199203491,11.9164600372314,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Dominican Republic,DOM,..,5.85179996490479,9.24911975860596,4.40541982650757,5.48254013061523,5.81693983078003,10.345009803772,7.54625988006592,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Ecuador,ECU,3.55171990394592,2.08954000473022,1.78261005878448,0.778509974479675,1.10777997970581,0.985040009021759,2.97985005378723,3.7016499042511,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Egypt, Arab Rep.",EGY,14.0797700881958,14.0501804351807,13.6644296646118,11.77184009552,9.51508045196533,..,0.456030011177063,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,El Salvador,SLV,9.56816005706787,6.8388500213623,5.61588001251221,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Equatorial Guinea,GNQ,43.2156791687012,45.9499206542969,47.7022399902344,57.5042381286621,56.1210098266602,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Eritrea,ERI,37.833080291748,32.014591217041,26.8885402679443,41.2930603027344,37.8297004699707,38.1124114990234,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Estonia,EST,..,..,..,..,..,..,2.12304997444153,1.82405996322632,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Eswatini,SWZ,..,..,..,6.70862007141113,11.0284099578857,13.6429195404053,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Ethiopia,ETH,57.9725189208984,55.8844604492188,54.9798393249512,22.5267200469971,21.5356903076172,..,24.7508697509766,23.8409996032715,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Fiji,FJI,5.22526979446411,5.56802988052368,8.47951030731201,11.5274200439453,10.4341697692871,11.7740001678467,..,2.71799993515015,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Finland,FIN,1.12741994857788,1.10903000831604,1.02573001384735,1.12917995452881,1.26225996017456,1.33873999118805,1.3612300157547,1.97632002830505,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,France,FRA,3.6341700553894,3.70044994354248,3.93280005455017,0.241819992661476,0.369890004396439,0.579230010509491,0.095550000667572,0.032490000128746,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Gambia, The",GMB,39.6374397277832,41.0297508239746,37.4237594604492,38.976879119873,36.7820510864258,37.4686698913574,23.3252105712891,22.9230003356934,22.8880004882812
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Georgia,GEO,..,..,..,1.51280999183655,2.12387990951538,2.09370994567871,0.309819996356964,1.32164001464844,2.36100006103516
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Germany,DEU,0.490530014038086,2.27610993385315,2.12884998321533,0.595790028572083,0.890890002250671,0.912020027637482,1.46276998519897,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Ghana,GHA,39.3634796142578,34.8523902893066,34.6932983398438,11.4802703857422,13.3173503875732,..,11.3411903381348,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Greece,GRC,0.130329996347427,0.379770010709763,0.311410009860992,1.30153000354767,1.68255996704102,1.34512996673584,2.55528998374939,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Grenada,GRD,..,3.31727004051208,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Guatemala,GTM,15.7924299240112,12.3488502502441,..,2.51715993881226,5.12729978561401,7.35085010528564,7.85705995559692,7.68677997589111,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Guinea,GIN,51.0318183898926,44.0459518432617,40.8999710083008,22.9263706207275,23.3120594024658,21.3536796569824,18.488000869751,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Guyana,GUY,..,..,8.065110206604,0.225940003991127,0.428880006074905,..,17.2138404846191,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Honduras,HND,..,..,10.0674896240234,14.4697999954224,17.9165000915527,..,22.3910007476807,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Hong Kong SAR, China",HKG,4.00648021697998,3.69406008720398,2.03981995582581,0.28617998957634,0.315739989280701,0.353049993515015,1.03278994560242,0.876370012760162,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Hungary,HUN,1.78930997848511,0.131600007414818,0.0195899996906519,2.38318991661072,1.68821001052856,2.51536989212036,3.863450050354,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Iceland,ISL,0.681209981441498,1.17228996753693,0.938019990921021,1.25826001167297,1.13338005542755,1.19902002811432,1.42077004909515,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,India,IND,11.8562898635864,13.4449195861816,8.48766040802002,1.31821000576019,1.23249995708466,0.425390005111694,2.31299996376038,0.152999997138977,1.47000002861023
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Indonesia,IDN,2.43372011184692,2.67101001739502,2.80732989311218,1.87887001037598,0.289750009775162,0.959379971027374,1.4210000038147,1.20700001716614,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Iran, Islamic Rep.",IRN,..,2.69632005691528,2.34099006652832,0.321810007095337,0.368099987506866,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Iraq,IRQ,..,..,14.3927001953125,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Ireland,IRL,0.182830005884171,0.219579994678497,0.0190200004726648,0.125499993562698,0.0578900016844273,0.0726900026202202,0.763459980487823,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Israel,ISR,4.04925012588501,3.88699007034302,4.52806997299194,1.7861100435257,1.71368002891541,1.9096200466156,3.63031005859375,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Italy,ITA,0.218099996447563,0.207460001111031,0.283320009708405,0.293060004711151,0.337689995765686,0.886749982833862,1.59519994258881,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Jamaica,JAM,10.8523302078247,11.5734996795654,12.2898397445679,..,..,..,16.6084308624268,9.57789993286133,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Japan,JPN,..,..,..,..,..,0.03141999989748,0.0302099995315075,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Jordan,JOR,..,10.981369972229,11.1714897155762,14.6623401641846,14.4750299453735,10.2709302902222,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Kazakhstan,KAZ,1.74725997447968,1.78974997997284,1.63691997528076,2.25799989700317,1.31200003623962,1.83200001716614,8.97599983215332,8.84700012207031,4.39599990844727
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Kenya,KEN,27.185510635376,29.3257007598877,14.8552703857422,..,16.6196098327637,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Korea, Rep.",KOR,2.22738003730774,2.03259992599487,1.2048499584198,0.986370027065277,1.23126995563507,2.36279010772705,1.44597995281219,1.07517004013062,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Kuwait,KWT,6.24763011932373,2.06845998764038,2.63963007926941,0.0688399970531464,1.72567999362946,4.3640398979187,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Kyrgyz Republic,KGZ,9.31956005096436,8.24067974090576,8.06643962860107,5.27199983596802,4.15500020980835,2.8289999961853,5.29400014877319,6.08400011062622,0.737999975681305
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Lao PDR,LAO,24.3572998046875,22.2110404968262,18.6189193725586,6.70699977874756,6.71500015258789,4.62200021743774,5.88000011444092,7.95599985122681,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Latvia,LVA,..,..,..,0.766680002212524,1.46035003662109,1.86098003387451,1.27524995803833,1.4437700510025,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Lesotho,LSO,21.4395198822021,19.2626991271973,17.4702606201172,14.5758104324341,13.75940990448,12.7999401092529,..,25.1820106506348,26.8381099700928
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Liberia,LBR,..,..,..,59.6699981689453,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Liechtenstein,LIE,..,..,0.772979974746704,1.25065004825592,1.52070999145508,..,0.824760019779205,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Lithuania,LTU,0.311410009860992,0.250869989395142,0.110509999096394,..,..,0.137899994850159,0.266880005598068,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Luxembourg,LUX,3.18755006790161,2.74407005310059,4.41155004501343,4.96324014663696,1.93862998485565,2.71701002120972,1.65278995037079,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Macao SAR, China",MAC,12.3770704269409,9.4634895324707,9.42368984222412,7.07964992523193,8.94736957550049,7.74887990951538,12.7311601638794,16.3325595855713,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Madagascar,MDG,35.5849914550781,35.2335090637207,25.9843196868896,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Malaysia,MYS,1.96631002426147,5.36149978637695,6.13578987121582,4.60451984405518,3.93333005905151,3.45499992370605,3.97199988365173,4.69299983978271,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Maldives,MDV,1.60804998874664,2.34352993965149,..,4.64400005340576,6.19600009918213,6.61299991607666,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Mali,MLI,..,50.8376388549805,50.4510192871094,33.5320205688477,35.9712982177734,40.260311126709,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Malta,MLT,..,..,..,0.0527300015091896,0.267879992723465,0.885439991950989,5.06799983978271,6.87698984146118,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Marshall Islands,MHL,..,22.501350402832,..,0.0513300001621246,..,..,2.70314002037048,2.44869995117188,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Mauritania,MRT,39.6572418212891,40.6856994628906,37.9200706481934,28.9379196166992,30.9363994598389,29.5913791656494,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Mauritius,MUS,0.392390012741089,0.281360000371933,0.306569993495941,2.21147990226746,5.08915996551514,3.40170001983643,3.27125000953674,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Mexico,MEX,0.171069994568825,0.25093001127243,0.271899998188019,0.207129999995232,0.233600005507469,0.269670009613037,0.333270013332367,0.341919988393784,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,15.793999671936,15.9589996337891,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Moldova,MDA,0,0,1.09853005409241,8.0731897354126,8.0950403213501,7.92692995071411,0.337060004472733,0.354409992694855,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Mongolia,MNG,7.25558996200562,7.573890209198,13.4143695831299,1.95340001583099,3.22550988197327,4.99895000457764,5.38899993896484,5.21799993515015,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Montenegro,MNE,..,..,2.22418999671936,1.0958399772644,2.5735399723053,..,1.34792995452881,0.102909997105598,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Morocco,MAR,16.776159286499,14.0764904022217,12.3483200073242,7.10124015808105,7.52308988571167,6.06844997406006,0.340330004692078,0.527440011501312,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Mozambique,MOZ,37.8819618225098,42.0403900146484,..,8.05012989044189,7.35719013214111,5.79888010025024,..,1.03396999835968,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Myanmar,MMR,7.20403003692627,9.09261989593506,6.36632013320923,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Namibia,NAM,11.0772104263306,10.0741996765137,9.94635009765625,..,2.4070999622345,0.267729997634888,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Nauru,NRU,..,..,..,..,20.1636905670166,..,..,10.9664497375488,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Nepal,NPL,..,..,22.0804595947266,2.17547988891602,1.80489003658295,..,1.34500002861023,1.01499998569489,3.6010000705719
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Netherlands,NLD,..,..,..,..,..,..,0.191049993038177,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,New Zealand,NZL,..,..,..,..,..,0.633639991283417,1.3500200510025,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Nicaragua,NIC,13.8061895370483,7.48310995101929,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Niger,NER,70.0103988647461,66.6215591430664,63.048469543457,41.1238288879395,39.7881889343262,36.9688491821289,39.1249885559082,39.1558303833008,39.5859985351562
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,North Macedonia,MKD,0.567070007324219,3.4227499961853,5.36363983154297,..,10.7968702316284,10.0762100219727,8.49954986572266,9.04668998718262,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Norway,NOR,0.527980029582977,0.546019971370697,0.578069984912872,0.194749996066093,0.270639985799789,0.263069987297058,0.939869999885559,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Oman,OMN,14.8328504562378,14.6902503967285,12.1141996383667,0.269719988107681,1.53327000141144,1.08151996135712,10.9042901992798,11.0642404556274,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Pakistan,PAK,..,..,..,..,..,..,26.7070007324219,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Palau,PLW,..,..,..,..,..,3.48291993141174,2.07774996757507,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Panama,PAN,3.52049994468689,0.994029998779297,..,3.71076011657715,4.65888023376465,6.39917993545532,4.27251005172729,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Paraguay,PRY,0.740520000457764,0.678120017051697,0.732290029525757,3.56966996192932,3.99464988708496,..,12.2538995742798,11.9459199905396,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Peru,PER,0.586059987545013,0.167909994721413,1.78399002552032,0.727119982242584,..,..,0.0838200002908707,0.258679986000061,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Philippines,PHL,9.0380802154541,8.91691970825195,9.6207103729248,..,..,..,10.5229997634888,9.66699981689453,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Poland,POL,0.910600006580353,0.991389989852905,0.967419981956482,3.13685989379883,3.4054799079895,3.7704598903656,0.201829999685287,0.063230000436306,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Portugal,PRT,0.271459996700287,0.0135000003501773,0.0780199989676476,0.0093599995598197,0.192839995026588,0.126819998025894,0.0724100023508072,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Puerto Rico,PRI,..,..,..,10.4231300354004,7.57275009155273,5.77777004241943,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Qatar,QAT,10.5038204193115,9.87088012695312,12.7458295822144,3.77677989006042,0.433710008859634,2.96315002441406,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Romania,ROU,0.634639978408813,1.39107000827789,4.25818014144897,4.15128993988037,6.32426023483276,..,9.58043956756592,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Russian Federation,RUS,..,..,..,4.62251996994019,2.64636993408203,2.95108008384705,0.368580013513565,1.85201001167297,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Rwanda,RWA,..,18.7636203765869,13.1782302856445,..,..,..,8.77919006347656,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Samoa,WSM,1.90243995189667,..,..,3.97099995613098,5.43699979782104,..,1.13800001144409,0.97299998998642,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,San Marino,SMR,..,..,..,..,4.730140209198,..,2.5,2.47234988212585,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Sao Tome and Principe,STP,..,4.88599014282227,4.1140398979187,6.42999982833862,7.44700002670288,8.92652988433838,..,..,..
